YEAR,BRANCH,TENTH,TWELVETH,BE BRANCH,BE_AGG,COMPANY PLCD,STIPEND
2018,EWT,72.96,78.16,ECE,67.5,DSP Group,25000
2018,EWT,7.6,68.3,EEE,51.7,L&T,NaN
2018,EWT,83.52,77.33,ECE,66.29,Toyota,NaN
2018,EWT,72.16,75,ECE,63.83,NaN,NaN
2018,EWT,7.2,54.16,ECE,59.18,NaN,NaN
2018,ES,96.96,89.83,ECE,77.51,Dell,25000
2018,ES,93.76,88.16,CSE,72.27,"Microchip, Bangalore",27000
2018,ES,88.64,80.83,TCE,70.02,"Intel, Bangalore",35000
2018,ES,97.44,88.67,EIE,8.73,"Intel, Bangalore",35000
2018,ES,84.6,64.8,EEE,7.77,Nokia,30000
2018,ES,92,78,EEE,7.39,Dell,25000
2018,ES,70.4,56.83,ECE,54.97,KPIT,20000
2018,ES,93.92,88.67,ECE,75.89,Nokia,30000
2018,ES,85.6,72.5,ECE,77,"Intel, Bangalore",35000
2018,ES,96.32,90.83,EIE,8.58,"Intel, Bangalore",35000
2018,ES,73.76,66,ECE,71.87,KPIT,20000
2018,ES,92.5,95.1,ECE,89.8,Cypress,25000
2018,ES,78.4,89,ECE,62.06,"Intel, Bangalore",35000
2018,ES,92.96,87.83,ECE,80.34,Nokia,30000
2018,ES,88.16,78.16,ECE,66.11,"Intel, Bangalore",35000
2018,ES,93.6,84.33,CSE,69.94,Dell,25000
2018,ES,84.48,82.25,ECE,61.47,KPIT,20000
2018,ES,10,92.5,ECE,62.38,"Intel, Bangalore",35000
2018,ES,88.6,88.5,ECE,7.94,"Intel, Bangalore",35000
2018,ES,75,75.9,ECE,62.6,KPIT,20000
2018,ES,93.92,90.33,ECE,75.14,Whirlpool,25000
2018,ES,80.92,85,ECE,62.75,KPIT,20000
2018,ES,86,61.33,ECE,72.21,KPIT,20000
2018,ES,8,71,ECE,68.83,KPIT,20000
2018,ES,68,77.5,ECE,65.21,"Intel, Bangalore",35000
2018,ES,10,58.33,ECE,54.6,Oracle,26000
2018,ES,69.76,81.16,EEE,60.9,Embitel,20000
2018,ES,74.7,79.6,ISE,5.89,Analog DevISE,30000
2018,ES,87.16,92.2,ECE,8.78,Nokia,30000
2018,ES,7.2,64.8,ECE,59.92,"Intel, Bangalore",35000
2018,ES,8.4,70.6,ECE,74.76,Synersense,12000
2018,ES,95.84,94.33,ECE,75.29,Infineon,33000
2018,ES,84,62,CSE,61.1,KPIT,20000
2018,ES,90.18,57.67,ECE,51.82,"Intel, Bangalore",35000
2018,ES,74.6,64.6,ECE,75.58,"Intel, Bangalore",35000
2018,ES,94,90.42,ECE,72.91,Infineon,33000
2018,ES,85.76,80.17,ECE,65.5,"Intel, Bangalore",35000
2018,ES,69.44,76.67,TCE,68.85,"Intel, Bangalore",35000
2018,IT,69.28,70.83,ECE,56.17,APCOG,6000
2018,IT,74.4,76.9,CSE,67.5,"Microchip, Bangalore",27000
2018,IT,8.4,75,ECE,5.93,"Philips Innovation, Bangalore",25000
2018,IT,73.44,87.16,ECE,77.91,Infineon,33000
2018,IT,88,78,ECE,68,ArrISE,30000
2018,IT,72,75,EEE,61,Continental,15000
2018,IT,92.64,91.8,ECE,70.8,Infineon,33000
2018,IT,82.88,89.16,CSE,67.66,ArrISE,30000
2018,IT,83.76,77,BME,65.1,Reliance,50000
2018,IT,87.36,89.67,EEE,72.95,ArrISE,30000
2018,IT,72.3,61.1,ECE,61.56,"Philips Innovation, Bangalore",25000
2018,IT,90.88,86.66,EEE,75.84,Infineon,33000
2018,IT,8.8,74.6,ECE,6.83,Infineon,33000
2018,IT,87.84,75.5,ECE,60.61,KPIT,20000
2018,IT,8.6,89.83,ECE,68.33,"Philips Innovation, Bangalore",25000
2018,IT,91.04,68,EEE,60.55,"Philips Innovation, Bangalore",25000
2018,IT,58.88,60.83,ECE,68.51,Nokia,30000
2018,IT,84,68,BME,64,NaN,NaN
2018,MS,97.12,84.83,Medical ECE,9.11,Samsung,50000
2018,MS,9.2,83,Medical ECE,8.43,"Philips Innovation, Bangalore",25000
2018,MS,84,81.5,BME,6.69,Analog DevISE,30000
2018,MS,9.4,86,ISE,73.54,Robert Bosch,15000
2018,MS,85.12,0.56,CSE,55.73,Meddiff,15000
2018,MS,8.4,80.16,BME,65.22,Meddiff,15000
2018,MS,10,88.8,CSE,75.5,Samsung,50000
2018,MS,90.24,87.33,Medical ECE,8.66,"Philips Innovation, Bangalore",25000
2018,MS,8.2,74.17,BME,65.86,NaN,NaN
2018,MS,68.57,75.66,CSE,60,"Philips Innovation, Bangalore",25000
2018,MS,58,58.33,BME,58.36,NaN,NaN
2018,MS,66,65,BME,58,NaN,NaN
2018,MS,8.4,83.33,BME,62.52,NaN,NaN
2018,MS,68,52,ISE,54.4,NaN,NaN
2018,VLSI,93.44,77.8,ECE,8.7,"Intel, Bangalore",35000
2018,VLSI ,85.5,89.8,ECE,8.67,"NXP, Nodia",25000
2018,VLSI,85.5,74.6,EIE,65.34,"NXP, Nodia",25000
2018,VLSI ,73.14,81,ECE,64.49,"Intel, Bangalore",35000
2018,VLSI,74.24,59.33,ECE,65.89,KPIT,20000
2018,VLSI ,79.84,88,ECE,75.83,"Intel, Bangalore",35000
2018,VLSI,83.2,69.17,EEE,68.88,"Intel, Bangalore",35000
2018,VLSI ,92.16,87.5,ECE,8.69,"Intel, Bangalore",35000
2018,VLSI,9.2,93.5,ECE,8.88,"Intel, Bangalore",35000
2018,VLSI ,87.04,78.66,ECE,72.64,Infineon,33000
2018,VLSI,76.6,89,EEE,7.23,"Intel, Bangalore",35000
2018,VLSI ,86.56,86.66,ECE,69.94,"Intel, Bangalore",35000
2018,VLSI,92.48,89.67,ECE,68.57,"Intel, Bangalore",35000
2018,VLSI ,97.92,91.33,ECE,8.65,"Intel, Bangalore",35000
2018,VLSI,93.12,94.5,ECE,75.48,"Intel, Bangalore",35000
2018,VLSI ,74.88,73.5,ECE,57.6,"Intel, Bangalore",35000
2018,VLSI,88.96,75.33,ECE,65.25,"Microchip, Bangalore",27000
2018,VLSI ,79.64,81.67,EEE,72.57,Ensilica,15000
2018,VLSI,83.04,85.5,EEE,66.39,Ensilica,15000
2018,VLSI ,94.16,95,ECE,7,"Intel, Bangalore",35000
2018,VLSI,84.48,66.33,ECE,70.08,"Intel, Bangalore",35000
2018,VLSI ,75.84,77.67,EEE,74.58,"Intel, Bangalore",35000
2018,VLSI,90.88,89,ECE,78.27,"Intel, Bangalore",35000
2018,VLSI ,91.52,88.3,ECE,74.82,Ensilica,15000
2018,VLSI,73.28,55.5,ECE,61.35,"NXP, Nodia",25000
2018,VLSI ,8.6,55.6,EIE,7.33,Samsung,35000
2018,VLSI,90.33,86.66,ECE,75.64,"Intel, Bangalore",35000
2018,VLSI ,85.76,80.16,ECE,56.75,Ensilica,15000
2018,VLSI,95.36,94.33,ECE,81.44,Nvidia,35000
2018,VLSI ,56.5,70.3,ECE,50.3,"Intel, Bangalore",35000
2018,VLSI,87.2,NaN,ECE,7.27,"Intel, Bangalore",35000
2018,VLSI ,87.2,NaN,ECE,64.69,"Intel, Bangalore",35000
2018,VLSI,92.8,90.3,ECE,54.36,"Intel, Bangalore",35000
2018,VLSI ,83,79.8,ECE,73.46,"Intel, Bangalore",35000
2018,VLSI,57.12,62,ECE,63.03,NaN,NaN
2018,VLSI ,63.8,64.6,ECE,7.47,Bitmapper,NaN
2018,VLSI,91.16,96.8,EEE,7.12,Si2chip,NaN
2018,VLSI ,88.55,68.64,ECE,60.34,NaN,NaN
2018,VLSI,93.92,92.66,ECE,58.94,"NXP, Bangalore",NaN
2018,VLSI ,61.92,72.15,ECE,50.18,NaN,NaN
